value,rank,color,sigla_uf,state_id,component_id,component_name,dimension_id,dimension_name
"61,14",8,3,MS,50,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA
"60,92",9,3,MT,51,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA
"44,48",15,2,PA,15,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA
"20,88",25,1,PB,25,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA
"20,87",26,1,PE,26,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA
"16,26",27,1,PI,22,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA
"63,72",7,3,PR,41,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA
"53,54",13,2,RJ,33,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA
"22,49",24,1,RN,24,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA
"65,94",6,3,RO,11,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA
"74,69",4,3,RR,14,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA
"75,46",3,3,RS,43,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA
"71,86",5,3,SC,42,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA
"37,78",20,1,SE,28,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA
"60,83",10,2,SP,35,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA
"53,85",12,2,TO,17,comp_meio_ambiente_e_resiliencia__adaptacao_e_resiliencia_climatica,ADAPTAÇÃO E RESILIÊNCIA CLIMÁTICA,dim_meio_ambiente_e_resiliencia,MEIO AMBIENTE E RESILIÊNCIA
"17,7",24,1,AC,12,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"58,14",12,2,AL,27,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"29,74",23,1,AM,13,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"15,26",25,1,AP,16,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"66,93",5,3,BA,29,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"89,41",1,3,CE,23,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"9,65",27,1,DF,53,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"60,55",9,3,ES,32,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"43,59",19,1,GO,52,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"65,89",6,3,MA,21,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"59,27",10,2,MG,31,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"40,52",21,1,MS,50,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"55,7",13,2,MT,51,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"49,65",16,2,PA,15,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"45,44",18,2,PB,25,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"73,89",3,3,PE,26,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"72,43",4,3,PI,22,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"54,26",14,2,PR,41,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"40,91",20,1,RJ,33,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"84,54",2,3,RN,24,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"46,38",17,2,RO,11,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"12,31",26,1,RR,14,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"38,77",22,1,RS,43,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"52,13",15,2,SC,42,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"62,91",7,3,SE,28,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"60,82",8,3,SP,35,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"58,22",11,2,TO,17,comp_bem_estar_social_e_cidadania__assistencia_social,ASSISTÊNCIA SOCIAL,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"12,4",27,1,AC,12,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"49,43",14,2,AL,27,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"21,17",26,1,AM,13,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"26,66",23,1,AP,16,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"34,09",19,1,BA,29,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"44,08",16,2,CE,23,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"86,67",1,3,DF,53,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"58,45",11,2,ES,32,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"79,57",4,3,GO,52,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"24,78",24,1,MA,21,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"36,23",17,2,MG,31,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"78,78",5,3,MS,50,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"69,87",7,3,MT,51,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"24,12",25,1,PA,15,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"49,81",13,2,PB,25,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"44,58",15,2,PE,26,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"27,68",21,1,PI,22,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"81,08",2,3,PR,41,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"68,63",8,3,RJ,33,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"34,14",18,2,RN,24,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"64,43",9,3,RO,11,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"27,4",22,1,RR,14,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"71,68",6,3,RS,43,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"80,63",3,3,SC,42,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"51,84",12,2,SE,28,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"63,84",10,2,SP,35,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"32,86",20,1,TO,17,comp_bem_estar_social_e_cidadania__educacao,EDUCAÇÃO,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"26,88",24,1,AC,12,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"31,67",19,1,AL,27,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"11,33",27,1,AM,13,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"24,65",25,1,AP,16,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"46,55",14,2,BA,29,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"45,55",16,2,CE,23,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"73,84",5,3,DF,53,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"59,97",10,2,ES,32,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"60,7",9,3,GO,52,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"27,03",23,1,MA,21,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"79,73",4,3,MG,31,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"45,85",15,2,MS,50,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"59,23",11,2,MT,51,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"16,79",26,1,PA,15,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"55,21",12,2,PB,25,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"48,03",13,2,PE,26,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"30,61",20,1,PI,22,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"72,22",7,3,PR,41,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"72,5",6,3,RJ,33,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"43,75",18,2,RN,24,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"80,52",3,3,RO,11,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"27,87",21,1,RR,14,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"85,03",1,3,RS,43,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"69,63",8,3,SC,42,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"27,31",22,1,SE,28,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"83,28",2,3,SP,35,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"43,89",17,2,TO,17,comp_bem_estar_social_e_cidadania__saude,SAÚDE,dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"30,31",21,1,AC,12,comp_bem_estar_social_e_cidadania__cultura_lazer_e_esporte,"CULTURA, LAZER E ESPORTE",dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"38,6",19,1,AL,27,comp_bem_estar_social_e_cidadania__cultura_lazer_e_esporte,"CULTURA, LAZER E ESPORTE",dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"18,23",26,1,AM,13,comp_bem_estar_social_e_cidadania__cultura_lazer_e_esporte,"CULTURA, LAZER E ESPORTE",dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"30,96",20,1,AP,16,comp_bem_estar_social_e_cidadania__cultura_lazer_e_esporte,"CULTURA, LAZER E ESPORTE",dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"29,41",22,1,BA,29,comp_bem_estar_social_e_cidadania__cultura_lazer_e_esporte,"CULTURA, LAZER E ESPORTE",dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"54,53",11,2,CE,23,comp_bem_estar_social_e_cidadania__cultura_lazer_e_esporte,"CULTURA, LAZER E ESPORTE",dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"92,03",1,3,DF,53,comp_bem_estar_social_e_cidadania__cultura_lazer_e_esporte,"CULTURA, LAZER E ESPORTE",dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"47,48",13,2,ES,32,comp_bem_estar_social_e_cidadania__cultura_lazer_e_esporte,"CULTURA, LAZER E ESPORTE",dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"71,37",5,3,GO,52,comp_bem_estar_social_e_cidadania__cultura_lazer_e_esporte,"CULTURA, LAZER E ESPORTE",dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"13,46",27,1,MA,21,comp_bem_estar_social_e_cidadania__cultura_lazer_e_esporte,"CULTURA, LAZER E ESPORTE",dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"58,65",10,2,MG,31,comp_bem_estar_social_e_cidadania__cultura_lazer_e_esporte,"CULTURA, LAZER E ESPORTE",dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"80,55",4,3,MS,50,comp_bem_estar_social_e_cidadania__cultura_lazer_e_esporte,"CULTURA, LAZER E ESPORTE",dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"70,55",6,3,MT,51,comp_bem_estar_social_e_cidadania__cultura_lazer_e_esporte,"CULTURA, LAZER E ESPORTE",dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
"27,56",23,1,PA,15,comp_bem_estar_social_e_cidadania__cultura_lazer_e_esporte,"CULTURA, LAZER E ESPORTE",dim_bem_estar_social_e_cidadania,BEM-ESTAR SOCIAL E CIDADANIA
